Network Diameter: 16
314	9	( 704 800 859 861 932 945 )
315	15	( 704 861 932 )
316	12	( 704 800 859 861 932 945 )
317	11	( 704 800 859 861 932 945 )
318	12	( 704 800 859 861 932 945 )
319	11	( 704 800 859 861 932 945 )
320	12	( 704 800 859 861 932 945 )
321	11	( 800 859 932 945 )
322	10	( 704 800 859 861 932 945 )
323	9	( 704 800 859 861 932 945 )
324	13	( 704 861 932 )
325	12	( 704 800 859 861 945 )
326	13	( 704 800 859 861 945 )
327	11	( 704 800 859 861 932 945 )
328	12	( 704 800 859 861 932 945 )
329	11	( 704 800 859 861 932 945 )
330	10	( 704 800 859 861 932 945 )
331	10	( 704 800 859 861 945 )
332	9	( 704 800 859 861 932 945 )
333	11	( 704 800 859 861 945 )
334	11	( 704 800 859 861 932 945 )
335	11	( 704 800 859 861 932 945 )
336	12	( 704 800 859 861 932 945 )
337	12	( 704 800 859 861 932 945 )
338	11	( 704 800 859 861 945 )
339	10	( 704 800 859 861 932 945 )
340	10	( 704 800 859 861 932 945 )
341	9	( 704 800 859 861 932 945 )
342	10	( 704 800 859 861 932 945 )
343	12	( 704 800 859 861 932 945 )
344	12	( 704 800 859 861 932 945 )
345	13	( 704 800 859 861 945 )
346	13	( 704 861 932 )
347	12	( 704 800 859 861 932 945 )
348	12	( 704 800 859 861 945 )
349	10	( 704 800 859 861 932 945 )
350	10	( 704 800 859 861 932 945 )
351	9	( 704 800 859 861 932 945 )
352	13	( 704 800 859 861 932 945 )
353	15	( 704 861 932 )
354	11	( 704 800 859 861 932 945 )
355	11	( 704 800 859 861 932 945 )
356	13	( 704 861 932 )
357	13	( 800 859 932 945 )
358	11	( 704 800 859 861 932 945 )
359	11	( 704 800 859 861 932 945 )
360	10	( 704 800 859 861 932 945 )
361	10	( 704 800 859 861 945 )
362	9	( 704 800 859 861 932 945 )
363	12	( 704 800 859 861 945 )
364	10	( 704 800 859 861 932 945 )
365	11	( 704 800 859 861 932 945 )
366	11	( 704 800 859 861 932 945 )
367	14	( 704 861 932 )
368	11	( 704 800 859 861 932 945 )
369	11	( 704 800 859 861 932 945 )
370	11	( 704 861 932 )
371	11	( 800 859 932 945 )
372	10	( 704 800 859 861 932 945 )
373	9	( 704 800 859 861 932 945 )
374	11	( 704 800 859 861 932 945 )
375	11	( 704 800 859 861 932 945 )
376	11	( 704 800 859 861 932 945 )
377	11	( 704 861 932 )
378	15	( 800 859 932 945 )
379	12	( 704 800 859 861 932 945 )
380	11	( 704 800 859 861 932 945 )
381	11	( 704 800 859 861 932 945 )
382	11	( 704 861 932 )
383	11	( 704 800 859 861 945 )
384	10	( 704 800 859 861 932 945 )
385	9	( 704 800 859 861 932 945 )
386	12	( 704 800 859 861 932 945 )
387	14	( 704 861 932 )
388	13	( 704 861 932 )
389	12	( 704 800 859 861 932 945 )
390	12	( 704 800 859 861 932 945 )
391	13	( 704 861 932 )
392	12	( 704 861 932 )
393	11	( 704 861 932 )
394	11	( 704 800 859 861 945 )
395	11	( 704 800 859 861 932 945 )
396	10	( 704 800 859 861 932 945 )
397	10	( 704 800 859 861 932 945 )
398	9	( 704 800 859 861 932 945 )
399	13	( 704 800 859 861 945 )
400	14	( 704 800 859 861 945 )
401	15	( 704 861 932 )
402	12	( 704 800 859 861 932 945 )
403	10	( 704 800 859 861 932 945 )
404	12	( 704 800 859 861 932 945 )
405	12	( 704 800 859 861 932 945 )
406	11	( 704 800 859 861 932 945 )
407	11	( 704 861 932 )
408	11	( 704 800 859 861 932 945 )
409	10	( 704 800 859 861 932 945 )
410	10	( 704 861 932 )
411	10	( 704 800 859 861 945 )
412	9	( 704 800 859 861 932 945 )
413	13	( 704 800 859 861 945 )
414	12	( 704 800 859 861 932 945 )
415	11	( 704 800 859 861 945 )
416	12	( 704 800 859 861 932 945 )
417	14	( 800 859 932 945 )
418	12	( 704 800 859 861 932 945 )
419	13	( 704 861 932 )
420	11	( 704 861 932 )
421	11	( 704 800 859 861 932 945 )
422	11	( 704 800 859 861 945 )
423	12	( 704 800 859 861 932 945 )
424	11	( 704 800 859 861 945 )
425	10	( 704 800 859 861 932 945 )
426	9	( 704 800 859 861 932 945 )
427	14	( 704 861 932 )
428	12	( 704 800 859 861 932 945 )
429	13	( 704 800 859 861 932 945 )
430	11	( 704 800 859 861 945 )
431	13	( 704 861 932 )
432	13	( 704 861 932 )
433	11	( 704 800 859 861 932 945 )
434	13	( 704 861 932 )
435	11	( 704 800 859 861 932 945 )
436	11	( 704 861 932 )
437	11	( 704 800 859 861 932 945 )
438	11	( 704 800 859 861 932 945 )
439	10	( 704 800 859 861 932 945 )
440	10	( 704 861 932 )
441	10	( 704 800 859 861 932 945 )
442	9	( 704 800 859 861 932 945 )
443	11	( 704 800 859 861 932 945 )
444	12	( 704 800 859 861 932 945 )
445	12	( 704 800 859 861 932 945 )
446	11	( 704 800 859 861 932 945 )
447	12	( 704 800 859 861 932 945 )
448	11	( 704 800 859 861 932 945 )
449	13	( 800 859 932 945 )
450	13	( 704 800 859 861 945 )
451	12	( 704 861 932 )
452	11	( 704 861 932 )
453	11	( 704 861 932 )
454	11	( 704 800 859 861 932 945 )
455	10	( 704 800 859 861 932 945 )
456	10	( 704 800 859 861 932 945 )
457	10	( 704 861 932 )
458	10	( 704 800 859 861 945 )
459	9	( 704 800 859 861 932 945 )
460	13	( 704 800 859 861 932 945 )
461	11	( 704 800 859 861 932 945 )
462	10	( 704 800 859 861 932 945 )
463	11	( 704 800 859 861 932 945 )
464	12	( 704 800 859 861 932 945 )
465	13	( 704 861 932 )
466	12	( 704 800 859 861 945 )
467	12	( 800 859 932 945 )
468	13	( 704 861 932 )
469	13	( 704 861 932 )
470	11	( 704 861 932 )
471	11	( 704 861 932 )
472	11	( 704 800 859 861 932 945 )
473	11	( 704 861 932 )
474	10	( 704 800 859 861 932 945 )
475	10	( 704 861 932 )
476	10	( 704 800 859 861 932 945 )
477	9	( 704 800 859 861 932 945 )
478	9	( 704 800 859 861 932 945 )
479	14	( 704 861 932 )
480	13	( 704 800 859 861 932 945 )
481	13	( 704 800 859 861 932 945 )
482	13	( 704 800 859 861 932 945 )
483	12	( 704 800 859 861 932 945 )
484	11	( 704 800 859 861 932 945 )
485	12	( 704 800 859 861 945 )
486	11	( 704 800 859 861 932 945 )
487	13	( 704 800 859 861 945 )
488	14	( 704 861 932 )
489	11	( 704 800 859 861 945 )
490	11	( 704 800 859 861 932 945 )
491	10	( 704 800 859 861 932 945 )
492	12	( 704 861 932 )
493	11	( 704 861 932 )
494	10	( 704 800 859 861 932 945 )
495	10	( 704 861 932 )
496	10	( 704 800 859 861 932 945 )
497	9	( 704 800 859 861 932 945 )
498	9	( 704 800 859 861 932 945 )
499	13	( 704 861 932 )
500	11	( 704 800 859 861 932 945 )
501	12	( 704 800 859 861 932 945 )
502	12	( 704 800 859 861 932 945 )
503	11	( 704 800 859 861 945 )
504	12	( 704 800 859 861 932 945 )
505	12	( 704 800 859 861 945 )
506	12	( 704 800 859 861 945 )
507	10	( 704 800 859 861 932 945 )
508	13	( 704 800 859 861 945 )
509	14	( 704 861 932 )
510	13	( 704 800 859 861 932 945 )
511	11	( 704 800 859 861 932 945 )
512	12	( 704 800 859 861 932 945 )
513	10	( 704 800 859 861 932 945 )
514	10	( 704 800 859 861 932 945 )
515	10	( 704 800 859 861 932 945 )
516	10	( 704 800 859 861 932 945 )
517	10	( 704 800 859 861 932 945 )
518	10	( 704 800 859 861 945 )
519	9	( 704 800 859 861 932 945 )
520	13	( 704 800 859 861 932 945 )
521	14	( 704 800 859 861 932 945 )
522	12	( 704 861 932 )
523	12	( 704 800 859 861 932 945 )
524	13	( 704 800 859 861 932 945 )
525	11	( 704 800 859 861 932 945 )
526	11	( 704 800 859 861 932 945 )
527	12	( 704 800 859 861 932 945 )
528	12	( 704 800 859 861 932 945 )
529	12	( 704 800 859 861 932 945 )
530	11	( 704 800 859 861 932 945 )
531	12	( 704 800 859 861 932 945 )
532	13	( 704 861 932 )
533	11	( 704 800 859 861 945 )
534	11	( 704 800 859 861 932 945 )
535	12	( 704 861 932 )
536	10	( 704 800 859 861 932 945 )
537	11	( 704 800 859 861 932 945 )
538	10	( 704 800 859 861 932 945 )
539	11	( 704 800 859 861 945 )
540	10	( 704 861 932 )
541	10	( 704 800 859 861 932 945 )
542	9	( 704 800 859 861 932 945 )
543	9	( 704 800 859 861 932 945 )
544	13	( 704 800 859 861 932 945 )
545	12	( 704 861 932 )
546	12	( 704 800 859 861 932 945 )
547	11	( 704 800 859 861 932 945 )
548	11	( 704 800 859 861 945 )
549	14	( 704 800 859 861 945 )
550	14	( 704 861 932 )
551	11	( 704 800 859 861 945 )
552	13	( 704 861 932 )
553	13	( 704 861 932 )
554	14	( 800 859 932 945 )
555	12	( 704 800 859 861 932 945 )
556	12	( 704 800 859 861 932 945 )
557	13	( 704 861 932 )
558	11	( 704 800 859 861 932 945 )
559	13	( 800 859 932 945 )
560	11	( 704 861 932 )
561	11	( 704 800 859 861 932 945 )
562	12	( 800 859 932 945 )
563	11	( 704 861 932 )
564	10	( 704 800 859 861 932 945 )
565	10	( 704 800 859 861 932 945 )
566	10	( 704 800 859 861 932 945 )
567	10	( 704 800 859 861 945 )
568	9	( 704 800 859 861 932 945 )
569	9	( 704 800 859 861 932 945 )
570	12	( 704 800 859 861 932 945 )
571	11	( 704 800 859 861 932 945 )
572	11	( 704 800 859 861 945 )
573	13	( 704 800 859 861 932 945 )
574	13	( 704 800 859 861 932 945 )
575	14	( 800 859 932 945 )
576	14	( 704 861 932 )
577	14	( 704 861 932 )
578	14	( 704 861 932 )
579	12	( 704 800 859 861 932 945 )
580	12	( 704 800 859 861 932 945 )
581	12	( 704 800 859 861 932 945 )
582	10	( 704 800 859 861 932 945 )
583	12	( 704 800 859 861 932 945 )
584	13	( 704 800 859 861 945 )
585	12	( 704 800 859 861 932 945 )
586	12	( 704 800 859 861 945 )
587	11	( 704 800 859 861 945 )
588	12	( 704 800 859 861 932 945 )
589	12	( 704 861 932 )
590	12	( 704 800 859 861 932 945 )
591	11	( 704 861 932 )
592	10	( 704 800 859 861 932 945 )
593	10	( 704 800 859 861 932 945 )
594	10	( 704 800 859 861 932 945 )
595	10	( 704 800 859 861 932 945 )
596	9	( 704 800 859 861 932 945 )
597	9	( 704 800 859 861 932 945 )
598	11	( 704 800 859 861 932 945 )
599	14	( 704 800 859 861 932 945 )
600	14	( 704 800 859 861 945 )
601	12	( 704 800 859 861 932 945 )
602	11	( 704 800 859 861 932 945 )
603	12	( 704 800 859 861 932 945 )
604	12	( 704 800 859 861 932 945 )
605	13	( 704 800 859 861 932 945 )
606	13	( 704 800 859 861 932 945 )
607	11	( 704 800 859 861 932 945 )
608	11	( 704 800 859 861 945 )
609	12	( 704 800 859 861 932 945 )
610	12	( 704 800 859 861 932 945 )
611	11	( 704 800 859 861 932 945 )
612	13	( 704 861 932 )
613	11	( 704 800 859 861 932 945 )
614	13	( 704 800 859 861 945 )
615	13	( 704 861 932 )
616	11	( 704 800 859 861 932 945 )
617	11	( 704 800 859 861 932 945 )
618	12	( 704 800 859 861 932 945 )
619	11	( 704 800 859 861 945 )
620	10	( 704 800 859 861 932 945 )
621	11	( 704 861 932 )
622	11	( 704 861 932 )
623	10	( 704 800 859 861 932 945 )
624	10	( 704 800 859 861 932 945 )
625	10	( 704 861 932 )
626	10	( 704 800 859 861 932 945 )
627	10	( 704 800 859 861 945 )
628	9	( 704 800 859 861 932 945 )
629	9	( 704 800 859 861 932 945 )
630	11	( 704 800 859 861 932 945 )
631	14	( 800 859 932 945 )
632	12	( 704 800 859 861 932 945 )
633	12	( 704 861 932 )
634	14	( 704 800 859 861 932 945 )
635	12	( 704 800 859 861 945 )
636	15	( 704 800 859 861 945 )
637	12	( 800 859 932 945 )
638	14	( 704 800 859 861 945 )
639	13	( 704 800 859 861 932 945 )
640	12	( 704 800 859 861 932 945 )
641	12	( 704 800 859 861 932 945 )
642	12	( 704 800 859 861 932 945 )
643	12	( 704 800 859 861 945 )
644	11	( 704 800 859 861 932 945 )
645	14	( 800 859 932 945 )
646	12	( 704 800 859 861 932 945 )
647	15	( 800 859 932 945 )
648	11	( 704 800 859 861 932 945 )
649	12	( 704 861 932 )
650	11	( 704 800 859 861 932 945 )
651	11	( 704 800 859 861 932 945 )
652	12	( 704 800 859 861 932 945 )
653	12	( 704 800 859 861 932 945 )
654	12	( 704 861 932 )
655	12	( 800 859 932 945 )
656	11	( 704 861 932 )
657	11	( 704 861 932 )
658	11	( 800 859 932 945 )
659	10	( 704 861 932 )
660	10	( 704 800 859 861 932 945 )
661	10	( 704 800 859 861 932 945 )
662	10	( 704 800 859 861 945 )
663	9	( 704 800 859 861 932 945 )
664	9	( 704 800 859 861 932 945 )
665	10	( 704 800 859 861 932 945 )
666	11	( 704 800 859 861 932 945 )
667	12	( 704 861 932 )
668	14	( 704 861 932 )
669	13	( 704 800 859 861 932 945 )
670	12	( 704 861 932 )
671	12	( 704 800 859 861 932 945 )
672	15	( 800 859 932 945 )
673	13	( 704 800 859 861 932 945 )
674	13	( 704 800 859 861 945 )
675	11	( 704 800 859 861 932 945 )
676	11	( 704 861 932 )
677	11	( 704 800 859 861 945 )
678	12	( 704 800 859 861 932 945 )
679	11	( 704 861 932 )
680	11	( 704 800 859 861 932 945 )
681	10	( 704 800 859 861 932 945 )
682	11	( 704 861 932 )
683	11	( 704 800 859 861 932 945 )
684	11	( 704 800 859 861 932 945 )
685	12	( 704 800 859 861 932 945 )
686	14	( 704 861 932 )
687	12	( 704 800 859 861 932 945 )
688	11	( 704 800 859 861 945 )
689	10	( 704 800 859 861 932 945 )
690	12	( 704 800 859 861 932 945 )
691	12	( 704 800 859 861 932 945 )
692	11	( 704 800 859 861 932 945 )
693	12	( 704 861 932 )
694	11	( 704 861 932 )
695	11	( 704 800 859 861 932 945 )
696	10	( 704 800 859 861 932 945 )
697	11	( 704 800 859 861 945 )
698	10	( 704 861 932 )
699	10	( 704 800 859 861 932 945 )
700	10	( 704 800 859 861 945 )
701	9	( 704 800 859 861 932 945 )
702	9	( 704 800 859 861 932 945 )
703	9	( 704 800 859 861 932 945 )
704	16	( 800 859 932 945 )
705	13	( 704 800 859 861 932 945 )
706	13	( 704 800 859 861 932 945 )
707	13	( 704 800 859 861 932 945 )
708	15	( 704 861 932 )
709	13	( 704 861 932 )
710	11	( 704 861 932 )
711	13	( 800 859 932 945 )
712	11	( 704 800 859 861 932 945 )
713	15	( 800 859 932 945 )
714	14	( 704 861 932 )
715	12	( 704 800 859 861 932 945 )
716	14	( 704 800 859 861 945 )
717	12	( 800 859 932 945 )
718	14	( 704 861 932 )
719	15	( 704 861 932 )
720	13	( 800 859 932 945 )
721	11	( 704 800 859 861 932 945 )
722	12	( 704 800 859 861 945 )
723	11	( 704 800 859 861 932 945 )
724	13	( 704 800 859 861 932 945 )
725	11	( 704 800 859 861 932 945 )
726	11	( 704 800 859 861 932 945 )
727	13	( 704 800 859 861 945 )
728	13	( 704 800 859 861 945 )
729	13	( 704 861 932 )
730	13	( 704 861 932 )
731	11	( 704 800 859 861 932 945 )
732	11	( 704 800 859 861 932 945 )
733	12	( 704 800 859 861 932 945 )
734	11	( 704 800 859 861 945 )
735	12	( 704 861 932 )
736	12	( 704 861 932 )
737	11	( 704 800 859 861 932 945 )
738	11	( 704 800 859 861 945 )
739	10	( 704 800 859 861 932 945 )
740	11	( 704 800 859 861 932 945 )
741	10	( 704 861 932 )
742	10	( 704 800 859 861 932 945 )
743	10	( 704 800 859 861 932 945 )
744	10	( 704 800 859 861 945 )
745	9	( 704 800 859 861 932 945 )
746	9	( 704 800 859 861 932 945 )
747	9	( 704 800 859 861 932 945 )
748	15	( 704 800 859 861 945 )
749	15	( 704 861 932 )
750	12	( 704 861 932 )
751	10	( 704 800 859 861 932 945 )
752	15	( 704 800 859 861 945 )
753	14	( 704 800 859 861 932 945 )
754	12	( 704 800 859 861 932 945 )
755	13	( 704 861 932 )
756	11	( 704 800 859 861 932 945 )
757	12	( 704 861 932 )
758	13	( 704 800 859 861 932 945 )
759	11	( 704 800 859 861 932 945 )
760	13	( 704 800 859 861 932 945 )
761	12	( 704 800 859 861 932 945 )
762	11	( 704 800 859 861 932 945 )
763	11	( 704 800 859 861 932 945 )
764	13	( 704 800 859 861 932 945 )
765	12	( 704 800 859 861 932 945 )
766	15	( 704 861 932 )
767	12	( 704 800 859 861 932 945 )
768	12	( 704 800 859 861 932 945 )
